Scientific Name,Accession,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Andrena dorsata,GCA_929108735.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-306, Mir-36, Mir-970",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Thalassophryne amazonica,GCA_902500255.1,Clupeocephala,95,83.33,"Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-729, Mir-76",102,89.47,"Mir-1329, Mir-147, Mir-425, Mir-7133, Mir-7147, Mir-726, Mir-875"
Homo sapiens,GCA_018504085.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Culex quinquefasciatus,GCA_015732765.1,Diptera,52,77.61,"Iab-4, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-34, Mir-36, Mir-750",59,88.06,"Mir-14, Mir-2001, Mir-2765, Mir-306, Mir-970, Mir-971, Mir-999"
Aplocera efformata,GCA_921293045.1,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-36, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Homo sapiens,GCA_018504655.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Thunnus orientalis,GCA_009176245.1,Clupeocephala,96,84.21,"Mir-1306, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-726, Mir-76",103,90.35,"Mir-1329, Mir-147, Mir-2001, Mir-31, Mir-32, Mir-729, Mir-875"
Bombus hortorum,GCA_905332935.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Rhincodon typus,GCA_021869965.1,Chondrichthyes,85,86.73,"Mir-147, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-76",89,90.82,"Mir-191, Mir-425, Mir-71, Mir-875"
Phragmatobia fuliginosa,GCA_932526445.1,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-932, Mir-970"
Euplexia lucipara,GCA_921972225.1,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-3049, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Vespa crabro,GCA_910589515.1,Endopterygota,32,50.0,"Mir-1175, Mir-153, Mir-193, Mir-1993, Mir-210, Mir-22, Mir-242, Mir-2765, Mir-277, Mir-282, Mir-29, Mir-317, Mir-34, Mir-36, Mir-7, Mir-750, Mir-87, Mir-932, Mir-970",45,70.31,"Mir-1, Mir-1000, Mir-14, Mir-2001, Mir-278, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-971, Mir-989"
Homo sapiens,GCA_018469955.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Ficedula albicollis,GCA_000247815.2,Neognathae,102,79.69,"Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",108,84.38,"Mir-1397, Mir-1467, Mir-1559, Mir-2131, Mir-2984, Mir-875"
Stelis phaeoptera,GCA_943735885.1,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Pyrgus malvae,GCA_911387725.1,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988"
Thunnus albacares,GCA_914725855.1,Clupeocephala,98,85.96,"Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-71, Mir-726, Mir-76",104,91.23,"Mir-1329, Mir-147, Mir-2001, Mir-4057, Mir-729, Mir-875"
Rhingia campestris,GCA_932526435.1,Diptera,48,71.64,"Mir-1175, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-87",56,83.58,"Mir-193, Mir-2001, Mir-275, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Operophtera brumata,GCA_932527175.1,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-375, Mir-970, Mir-988"
Ophonus ardosiacus,GCA_943138245.1,Endopterygota,46,71.88,"Mir-193, Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-306, Mir-315, Mir-36",56,87.5,"Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Homo sapiens,GCA_018472695.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Artibeus jamaicensis,GCA_004027435.1,Laurasiatheria,139,64.06,"Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1912, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-448, Mir-450, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-542, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-9851",176,81.11,"Mir-1271, Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1911, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-582, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-722, Mir-737, Mir-76, Mir-769, Mir-877"
Eupeodes latifasciatus,GCA_920104205.1,Diptera,51,76.12,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-153, Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Vanessa atalanta,GCA_905147705.2,Lepidoptera,50,74.63,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",56,83.58,"Mir-1000, Mir-1993, Mir-22, Mir-2765, Mir-71, Mir-929"
Eupsilia transversa,GCA_914767805.1,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-3049, Mir-36, Mir-375",62,92.54,"Mir-1000, Mir-193, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Myodes glareolus,GCA_004368595.1,Glires,151,68.64,"Mir-1296, Mir-1307, Mir-1329, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-150, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-590, Mir-599, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-760, Mir-885, Mir-9851",177,80.45,"Mir-1277, Mir-1301, Mir-1343, Mir-147, Mir-1911, Mir-2355, Mir-330, Mir-339, Mir-345, Mir-346, Mir-384, Mir-432, Mir-448, Mir-486, Mir-489, Mir-504, Mir-541, Mir-542, Mir-628, Mir-6529, Mir-676, Mir-722, Mir-737, Mir-769, Mir-876, Mir-877"
Sphecodes monilicornis,GCA_913789915.3,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",56,87.5,"Mir-1000, Mir-14, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-929, Mir-932, Mir-971"
Bembecia ichneumoniformis,GCA_910589565.1,Lepidoptera,32,47.76,"Mir-1175, Mir-124, Mir-133, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-276, Mir-3049, Mir-315, Mir-316, Mir-36, Mir-375, Mir-750, Mir-927, Mir-957, Mir-970, Mir-999",49,73.13,"Bantam, Mir-1, Mir-1000, Mir-12, Mir-137, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-8, Mir-932, Mir-965, Mir-988, Mir-989"
Onthophagus taurus,GCA_000648695.2,Endopterygota,46,71.88,"Mir-1993, Mir-242, Mir-278, Mir-306",60,93.75,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-375, Mir-965, Mir-970, Mir-989"
Lycaena phlaeas,GCA_905333065.1,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-92, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-970, Mir-988, Mir-999"
Limenitis camilla,GCA_905147315.1,Lepidoptera,48,71.64,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-71, Mir-932, Mir-988, Mir-999"
Caretta caretta,GCA_023653815.1,Archelosauria,105,88.98,"Mir-2001, Mir-252, Mir-278, Mir-281, Mir-315, Mir-722, Mir-76",111,94.07,"Mir-1416, Mir-242, Mir-4057, Mir-451, Mir-4541, Mir-71"
Volucella inanis,GCA_907269105.1,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-87",57,85.07,"Mir-193, Mir-2001, Mir-275, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Bos gaurus,GCA_014182915.1,Laurasiatheria,178,82.03,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",190,87.56,"Mir-134, Mir-1379, Mir-2114, Mir-325, Mir-350, Mir-590, Mir-598, Mir-672, Mir-676, Mir-71, Mir-722, Mir-737"
Sarcophaga rosellei,GCA_930367235.1,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-71, Mir-750, Mir-971",59,88.06,"Mir-1175, Mir-14, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-3, Mir-306, Mir-36, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Glyphotaelius pellucidus,GCA_936435175.1,Endopterygota,44,68.75,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-989",57,89.06,"Mir-14, Mir-153, Mir-275, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-71, Mir-932, Mir-970, Mir-971"
Homo sapiens,GCA_018503265.1,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-624, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Iphiclides podalirius,GCA_933534255.1,Lepidoptera,46,68.66,"Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-67, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-970, Mir-971"
Scleropages formosus,GCA_900964775.1,Neopterygii,91,81.98,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-71, Mir-875",100,90.09,"Mir-147, Mir-191, Mir-4057, Mir-4541, Mir-722, Mir-728, Mir-729, Mir-734, Mir-76"
Trematomus bernacchii,GCA_902827165.1,Clupeocephala,94,82.46,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-729",104,91.23,"Mir-143, Mir-147, Mir-191, Mir-4057, Mir-425, Mir-451, Mir-71, Mir-737, Mir-76, Mir-875"
Chloroclysta siterata,GCA_932294285.1,Lepidoptera,46,68.66,"Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-316, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988"
Pammene fasciana,GCA_911728525.2,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970"
Eumetopias jubatus,GCA_004028035.1,Laurasiatheria,177,81.57,"Mir-1329, Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",190,87.56,"Mir-1379, Mir-1416, Mir-1805, Mir-2114, Mir-2355, Mir-337, Mir-448, Mir-582, Mir-598, Mir-672, Mir-722, Mir-769, Mir-9851"
Haliotis rubra,GCA_003918875.1,Mollusca,47,90.38,,52,100.0,"Mir-1984, Mir-1985, Mir-1989, Mir-2001, Mir-242"
Amphipyra tragopoginis,GCA_905220435.1,Lepidoptera,48,71.64,"Mir-219, Mir-3049, Mir-999",64,95.52,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-932, Mir-957, Mir-970, Mir-988"
Thamnaconus septentrionalis,GCA_009823395.1,Clupeocephala,93,81.58,"Mir-1329, Mir-150, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-456, Mir-71, Mir-729, Mir-76",99,86.84,"Mir-147, Mir-451, Mir-4541, Mir-7132, Mir-726, Mir-875"
Arvicanthis niloticus,GCA_011762505.1,Muridae,175,74.15,"Mir-1296, Mir-1307, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-6529, Mir-71, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",202,85.59,"Mir-1277, Mir-1301, Mir-1329, Mir-1388, Mir-1788, Mir-1911, Mir-1955, Mir-197, Mir-2355, Mir-3075, Mir-3112, Mir-350, Mir-351, Mir-3613, Mir-432, Mir-448, Mir-4541, Mir-590, Mir-628, Mir-667, Mir-672, Mir-700, Mir-7147, Mir-722, Mir-769, Mir-876, Mir-879"
Protodeltote pygarga,GCA_936450705.1,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",59,88.06,"Mir-1000, Mir-153, Mir-193, Mir-1993, Mir-275, Mir-2765, Mir-316, Mir-932, Mir-957, Mir-970, Mir-988"
Tinea semifulvella,GCA_910589255.1,Lepidoptera,46,68.66,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-989, Mir-999",60,89.55,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-316, Mir-929, Mir-970, Mir-988"
Aporophyla lueneburgensis,GCA_932294355.1,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-965, Mir-970, Mir-988"
Eudyptes pachyrhynchus,GCA_010085335.1,Neognathae,110,85.94,"Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",114,89.06,"Mir-1467, Mir-2131, Mir-2984, Mir-727"
Mastacembelus armatus,GCA_900324485.2,Clupeocephala,98,85.96,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-7147, Mir-729, Mir-76, Mir-875",103,90.35,"Mir-147, Mir-32, Mir-4057, Mir-4541, Mir-71"
Cyaniris semiargus,GCA_905187585.1,Lepidoptera,49,73.13,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-932, Mir-970, Mir-988, Mir-999"
Ancistrocerus nigricornis,GCA_916050135.1,Endopterygota,39,60.94,"Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-252, Mir-36, Mir-87, Mir-929, Mir-970",53,82.81,"Mir-1000, Mir-124, Mir-14, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-932, Mir-965, Mir-971, Mir-989"
Monomorium pharaonis,GCA_013373865.2,Endopterygota,46,71.88,"Mir-1993, Mir-3049, Mir-36, Mir-970, Mir-989",59,92.19,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-316, Mir-929, Mir-932"
Megaderma lyra,GCA_004026885.1,Laurasiatheria,159,73.27,"Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-370, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-598, Mir-675, Mir-676, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-726, Mir-737, Mir-76",188,86.64,"Mir-1329, Mir-134, Mir-1343, Mir-1379, Mir-1397, Mir-1842, Mir-1911, Mir-197, Mir-2114, Mir-224, Mir-2355, Mir-2483, Mir-325, Mir-337, Mir-384, Mir-448, Mir-504, Mir-592, Mir-652, Mir-6529, Mir-653, Mir-671, Mir-672, Mir-725, Mir-727, Mir-760, Mir-873, Mir-877, Mir-9851"
Melopsittacus undulatus,GCA_012275295.1,Neognathae,103,80.47,"Mir-1388, Mir-150, Mir-1781, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-737, Mir-76",109,85.16,"Mir-1559, Mir-1805, Mir-2001, Mir-2131, Mir-2984, Mir-726"
Hylaea fasciaria,GCA_905147295.1,Lepidoptera,42,62.69,"Mir-12, Mir-124, Mir-14, Mir-153, Mir-219, Mir-242, Mir-2765, Mir-29, Mir-3049, Mir-315, Mir-317, Mir-36, Mir-965",54,80.6,"Mir-1000, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-277, Mir-306, Mir-929, Mir-932, Mir-957, Mir-970, Mir-999"
Patella vulgata,GCA_932274485.1,Mollusca,46,88.46,,52,100.0,"Mir-1984, Mir-1985, Mir-219, Mir-2722, Mir-278, Mir-36"
Bibio marci,GCA_910594885.1,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-988",58,86.57,"Bantam, Let-7, Mir-14, Mir-2765, Mir-29, Mir-306, Mir-316, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Lasioglossum morio,GCA_916610115.1,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-67, Mir-929, Mir-932, Mir-971"
Homo sapiens,GCA_018504645.1,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Zalophus californianus,GCA_009762305.2,Laurasiatheria,177,81.57,"Mir-1329, Mir-1379, Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",188,86.64,"Mir-1416, Mir-1805, Mir-2114, Mir-2355, Mir-448, Mir-582, Mir-598, Mir-672, Mir-722, Mir-769, Mir-9851"
Sarcoptes scabiei,GCA_014595675.1,Chelicerata,14,27.45,"Bantam, Let-7, Mir-1175, Mir-12, Mir-133, Mir-137, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-210, Mir-216, Mir-219, Mir-242, Mir-275, Mir-276, Mir-277, Mir-278, Mir-281, Mir-31, Mir-33, Mir-36, Mir-3931, Mir-5305, Mir-750, Mir-76, Mir-87, Mir-92",23,45.1,"Iab-4, Mir-22, Mir-29, Mir-305, Mir-315, Mir-375, Mir-5735, Mir-67, Mir-8"
Bombus pascuorum,GCA_905332965.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Emmelina monodactyla,GCA_916618085.2,Lepidoptera,31,46.27,"Iab-4, Mir-1175, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-219, Mir-22, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-375, Mir-71, Mir-750, Mir-76, Mir-8, Mir-87, Mir-929, Mir-957, Mir-989, Mir-999",41,61.19,"Mir-1000, Mir-193, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-965, Mir-970, Mir-971, Mir-988"
Emmelina monodactyla,GCA_916618085.1,Lepidoptera,31,46.27,"Iab-4, Mir-1175, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-219, Mir-22, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-375, Mir-71, Mir-750, Mir-76, Mir-8, Mir-87, Mir-929, Mir-957, Mir-989, Mir-999",41,61.19,"Mir-1000, Mir-193, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-965, Mir-970, Mir-971, Mir-988"
